model,compute_flops,params,tokens,family,metric,score_mean,task_count,n_total
delphi-3e18-273Mparams-2.2Btokens,3e+18,273000000.0,2200000000.0,intuitive_answer,hard_acc,0.465,1,600
delphi-3e18-273Mparams-2.2Btokens,3e+18,273000000.0,2200000000.0,multihop_persona_qa,match_rate,0.0008333333333333334,30,120
delphi-3e18-273Mparams-2.2Btokens,3e+18,273000000.0,2200000000.0,repetitive_answer,hard_acc,0.00817857142857143,7,16000
delphi-3e18-273Mparams-2.2Btokens,3e+18,273000000.0,2200000000.0,successive_answer,hard_acc,0.2876480548515701,4,18380
delphi-3e18-273Mparams-2.2Btokens,3e+18,273000000.0,2200000000.0,truthy_answer,hard_acc,0.023083623693379792,2,2256
delphi-3e18-358Mparams-1.6Btokens,3e+18,358000000.0,1600000000.0,flipped_answer,hard_acc,0.47232866379310345,8,28928
delphi-3e18-358Mparams-1.6Btokens,3e+18,358000000.0,1600000000.0,intuitive_answer,hard_acc,0.455,1,600
delphi-3e18-358Mparams-1.6Btokens,3e+18,358000000.0,1600000000.0,multihop_persona_qa,match_rate,0.0010833333333333333,30,120
delphi-3e18-358Mparams-1.6Btokens,3e+18,358000000.0,1600000000.0,repetitive_answer,hard_acc,0.001107142857142857,7,16000
delphi-3e18-358Mparams-1.6Btokens,3e+18,358000000.0,1600000000.0,successive_answer,hard_acc,0.17120440741716103,4,18380
delphi-3e18-358Mparams-1.6Btokens,3e+18,358000000.0,1600000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e18-447Mparams-1.2Btokens,3e+18,447000000.0,1200000000.0,flipped_answer,hard_acc,0.4564353448275862,8,28928
delphi-3e18-447Mparams-1.2Btokens,3e+18,447000000.0,1200000000.0,intuitive_answer,hard_acc,0.4766666666666667,1,600
delphi-3e18-447Mparams-1.2Btokens,3e+18,447000000.0,1200000000.0,multihop_persona_qa,match_rate,0.00125,30,120
delphi-3e18-447Mparams-1.2Btokens,3e+18,447000000.0,1200000000.0,repetitive_answer,hard_acc,0.004214285714285715,7,16000
delphi-3e18-447Mparams-1.2Btokens,3e+18,447000000.0,1200000000.0,successive_answer,hard_acc,0.2303829170460124,4,18380
delphi-3e18-447Mparams-1.2Btokens,3e+18,447000000.0,1200000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e19-1.4Bparams-3.5Btokens,3e+19,1400000000.0,3500000000.0,flipped_answer,hard_acc,0.33554741379310343,8,28928
delphi-3e19-1.4Bparams-3.5Btokens,3e+19,1400000000.0,3500000000.0,intuitive_answer,hard_acc,0.355,1,600
delphi-3e19-1.4Bparams-3.5Btokens,3e+19,1400000000.0,3500000000.0,multihop_persona_qa,match_rate,0.0015833333333333333,30,120
delphi-3e19-1.4Bparams-3.5Btokens,3e+19,1400000000.0,3500000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e19-1.4Bparams-3.5Btokens,3e+19,1400000000.0,3500000000.0,successive_answer,hard_acc,0.1318335692685087,4,18380
delphi-3e19-1.4Bparams-3.5Btokens,3e+19,1400000000.0,3500000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e19-1.9Bparams-2.5Btokens,3e+19,1900000000.0,2500000000.0,flipped_answer,hard_acc,0.4272165948275862,8,28928
delphi-3e19-1.9Bparams-2.5Btokens,3e+19,1900000000.0,2500000000.0,intuitive_answer,hard_acc,0.375,1,600
delphi-3e19-1.9Bparams-2.5Btokens,3e+19,1900000000.0,2500000000.0,multihop_persona_qa,match_rate,0.0015833333333333333,30,120
delphi-3e19-1.9Bparams-2.5Btokens,3e+19,1900000000.0,2500000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e19-1.9Bparams-2.5Btokens,3e+19,1900000000.0,2500000000.0,successive_answer,hard_acc,0.21474739015195218,4,18380
delphi-3e19-1.9Bparams-2.5Btokens,3e+19,1900000000.0,2500000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e19-2.5Bparams-1.9Btokens,3e+19,2500000000.0,1900000000.0,flipped_answer,hard_acc,0.4153103448275862,8,28928
delphi-3e19-2.5Bparams-1.9Btokens,3e+19,2500000000.0,1900000000.0,intuitive_answer,hard_acc,0.3933333333333333,1,600
delphi-3e19-2.5Bparams-1.9Btokens,3e+19,2500000000.0,1900000000.0,multihop_persona_qa,match_rate,0.0015833333333333333,30,120
delphi-3e19-2.5Bparams-1.9Btokens,3e+19,2500000000.0,1900000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e19-2.5Bparams-1.9Btokens,3e+19,2500000000.0,1900000000.0,successive_answer,hard_acc,0.14027429876328126,4,18380
delphi-3e19-2.5Bparams-1.9Btokens,3e+19,2500000000.0,1900000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e19-273Mparams-22.3Btokens,3e+19,273000000.0,22300000000.0,flipped_answer,hard_acc,0.40224245689655175,8,28928
delphi-3e19-273Mparams-22.3Btokens,3e+19,273000000.0,22300000000.0,intuitive_answer,hard_acc,0.36333333333333334,1,600
delphi-3e19-273Mparams-22.3Btokens,3e+19,273000000.0,22300000000.0,multihop_persona_qa,match_rate,0.0013333333333333333,30,120
delphi-3e19-273Mparams-22.3Btokens,3e+19,273000000.0,22300000000.0,repetitive_answer,hard_acc,0.002,7,16000
delphi-3e19-273Mparams-22.3Btokens,3e+19,273000000.0,22300000000.0,successive_answer,hard_acc,0.163537453805443,4,18380
delphi-3e19-273Mparams-22.3Btokens,3e+19,273000000.0,22300000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e19-3.4Bparams-1.4Btokens,3e+19,3400000000.0,1400000000.0,flipped_answer,hard_acc,0.44945258620689654,8,28928
delphi-3e19-3.4Bparams-1.4Btokens,3e+19,3400000000.0,1400000000.0,intuitive_answer,hard_acc,0.38166666666666665,1,600
delphi-3e19-3.4Bparams-1.4Btokens,3e+19,3400000000.0,1400000000.0,multihop_persona_qa,match_rate,0.0029166666666666664,30,120
delphi-3e19-3.4Bparams-1.4Btokens,3e+19,3400000000.0,1400000000.0,repetitive_answer,hard_acc,0.0004285714285714286,7,16000
delphi-3e19-3.4Bparams-1.4Btokens,3e+19,3400000000.0,1400000000.0,successive_answer,hard_acc,0.2598909109839268,4,18380
delphi-3e19-3.4Bparams-1.4Btokens,3e+19,3400000000.0,1400000000.0,truthy_answer,hard_acc,0.0008710801393728223,2,2256
delphi-3e19-4.3Bparams-1.1Btokens,3e+19,4300000000.0,1100000000.0,flipped_answer,hard_acc,0.42995150862068965,8,28928
delphi-3e19-4.3Bparams-1.1Btokens,3e+19,4300000000.0,1100000000.0,intuitive_answer,hard_acc,0.3466666666666667,1,600
delphi-3e19-4.3Bparams-1.1Btokens,3e+19,4300000000.0,1100000000.0,multihop_persona_qa,match_rate,0.0015,30,120
delphi-3e19-4.3Bparams-1.1Btokens,3e+19,4300000000.0,1100000000.0,repetitive_answer,hard_acc,0.0005714285714285715,7,16000
delphi-3e19-4.3Bparams-1.1Btokens,3e+19,4300000000.0,1100000000.0,successive_answer,hard_acc,0.1674814381773256,4,18380
delphi-3e19-4.3Bparams-1.1Btokens,3e+19,4300000000.0,1100000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e19-447Mparams-12.2Btokens,3e+19,447000000.0,12200000000.0,flipped_answer,hard_acc,0.4438103448275862,8,28928
delphi-3e19-447Mparams-12.2Btokens,3e+19,447000000.0,12200000000.0,intuitive_answer,hard_acc,0.4533333333333333,1,600
delphi-3e19-447Mparams-12.2Btokens,3e+19,447000000.0,12200000000.0,multihop_persona_qa,match_rate,0.0022500000000000003,30,120
delphi-3e19-447Mparams-12.2Btokens,3e+19,447000000.0,12200000000.0,repetitive_answer,hard_acc,0.00014285714285714287,7,16000
delphi-3e19-447Mparams-12.2Btokens,3e+19,447000000.0,12200000000.0,successive_answer,hard_acc,0.14884687061422758,4,18380
delphi-3e19-447Mparams-12.2Btokens,3e+19,447000000.0,12200000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e19-669Mparams-7.8Btokens,3e+19,669000000.0,7800000000.0,flipped_answer,hard_acc,0.4649396551724138,8,28928
delphi-3e19-669Mparams-7.8Btokens,3e+19,669000000.0,7800000000.0,intuitive_answer,hard_acc,0.44666666666666666,1,600
delphi-3e19-669Mparams-7.8Btokens,3e+19,669000000.0,7800000000.0,multihop_persona_qa,match_rate,0.0021666666666666666,30,120
delphi-3e19-669Mparams-7.8Btokens,3e+19,669000000.0,7800000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e19-669Mparams-7.8Btokens,3e+19,669000000.0,7800000000.0,successive_answer,hard_acc,0.07690273546157497,4,18380
delphi-3e19-669Mparams-7.8Btokens,3e+19,669000000.0,7800000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e19-998Mparams-5Btokens,3e+19,998000000.0,5000000000.0,flipped_answer,hard_acc,0.4847823275862069,8,28928
delphi-3e19-998Mparams-5Btokens,3e+19,998000000.0,5000000000.0,intuitive_answer,hard_acc,0.3883333333333333,1,600
delphi-3e19-998Mparams-5Btokens,3e+19,998000000.0,5000000000.0,multihop_persona_qa,match_rate,0.0022500000000000003,30,120
delphi-3e19-998Mparams-5Btokens,3e+19,998000000.0,5000000000.0,repetitive_answer,hard_acc,0.00014285714285714287,7,16000
delphi-3e19-998Mparams-5Btokens,3e+19,998000000.0,5000000000.0,successive_answer,hard_acc,0.12624491363878862,4,18380
delphi-3e19-998Mparams-5Btokens,3e+19,998000000.0,5000000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-1.4Bparams-35.2Btokens,3e+20,1400000000.0,35200000000.0,flipped_answer,hard_acc,0.5202273706896552,8,28928
delphi-3e20-1.4Bparams-35.2Btokens,3e+20,1400000000.0,35200000000.0,intuitive_answer,hard_acc,0.32,1,600
delphi-3e20-1.4Bparams-35.2Btokens,3e+20,1400000000.0,35200000000.0,multihop_persona_qa,match_rate,0.004416666666666667,30,120
delphi-3e20-1.4Bparams-35.2Btokens,3e+20,1400000000.0,35200000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e20-1.4Bparams-35.2Btokens,3e+20,1400000000.0,35200000000.0,successive_answer,hard_acc,0.005076223446091569,4,18380
delphi-3e20-1.4Bparams-35.2Btokens,3e+20,1400000000.0,35200000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-1.9Bparams-24.7Btokens,3e+20,1900000000.0,24700000000.0,flipped_answer,hard_acc,0.48717133620689657,8,28928
delphi-3e20-1.9Bparams-24.7Btokens,3e+20,1900000000.0,24700000000.0,intuitive_answer,hard_acc,0.46166666666666667,1,600
delphi-3e20-1.9Bparams-24.7Btokens,3e+20,1900000000.0,24700000000.0,multihop_persona_qa,match_rate,0.0037500000000000003,30,120
delphi-3e20-1.9Bparams-24.7Btokens,3e+20,1900000000.0,24700000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e20-1.9Bparams-24.7Btokens,3e+20,1900000000.0,24700000000.0,successive_answer,hard_acc,0.07804834149360405,4,18380
delphi-3e20-1.9Bparams-24.7Btokens,3e+20,1900000000.0,24700000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-11.8Bparams-4Btokens,3e+20,11800000000.0,4000000000.0,flipped_answer,hard_acc,0.5294698275862069,8,28928
delphi-3e20-11.8Bparams-4Btokens,3e+20,11800000000.0,4000000000.0,intuitive_answer,hard_acc,0.375,1,600
delphi-3e20-11.8Bparams-4Btokens,3e+20,11800000000.0,4000000000.0,multihop_persona_qa,match_rate,0.005416666666666667,30,120
delphi-3e20-11.8Bparams-4Btokens,3e+20,11800000000.0,4000000000.0,repetitive_answer,hard_acc,0.00014285714285714287,7,16000
delphi-3e20-11.8Bparams-4Btokens,3e+20,11800000000.0,4000000000.0,successive_answer,hard_acc,0.1159181360242801,4,18380
delphi-3e20-11.8Bparams-4Btokens,3e+20,11800000000.0,4000000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-2.5Bparams-18.6Btokens,3e+20,2500000000.0,18600000000.0,flipped_answer,hard_acc,0.4870883620689655,8,28928
delphi-3e20-2.5Bparams-18.6Btokens,3e+20,2500000000.0,18600000000.0,intuitive_answer,hard_acc,0.4633333333333333,1,600
delphi-3e20-2.5Bparams-18.6Btokens,3e+20,2500000000.0,18600000000.0,multihop_persona_qa,match_rate,0.006416666666666667,30,120
delphi-3e20-2.5Bparams-18.6Btokens,3e+20,2500000000.0,18600000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e20-2.5Bparams-18.6Btokens,3e+20,2500000000.0,18600000000.0,successive_answer,hard_acc,0.05271134805108152,4,18380
delphi-3e20-2.5Bparams-18.6Btokens,3e+20,2500000000.0,18600000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-273Mparams-223Btokens,3e+20,273000000.0,223000000000.0,flipped_answer,hard_acc,0.4664375,8,28928
delphi-3e20-273Mparams-223Btokens,3e+20,273000000.0,223000000000.0,intuitive_answer,hard_acc,0.4683333333333333,1,600
delphi-3e20-273Mparams-223Btokens,3e+20,273000000.0,223000000000.0,multihop_persona_qa,match_rate,0.0015,30,120
delphi-3e20-273Mparams-223Btokens,3e+20,273000000.0,223000000000.0,repetitive_answer,hard_acc,0.0014285714285714286,7,16000
delphi-3e20-273Mparams-223Btokens,3e+20,273000000.0,223000000000.0,successive_answer,hard_acc,0.1435923721408348,4,18380
delphi-3e20-273Mparams-223Btokens,3e+20,273000000.0,223000000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-3.4Bparams-13.9Btokens,3e+20,3400000000.0,13900000000.0,flipped_answer,hard_acc,0.5246336206896551,8,28928
delphi-3e20-3.4Bparams-13.9Btokens,3e+20,3400000000.0,13900000000.0,intuitive_answer,hard_acc,0.36333333333333334,1,600
delphi-3e20-3.4Bparams-13.9Btokens,3e+20,3400000000.0,13900000000.0,multihop_persona_qa,match_rate,0.004166666666666667,30,120
delphi-3e20-3.4Bparams-13.9Btokens,3e+20,3400000000.0,13900000000.0,repetitive_answer,hard_acc,0.016928571428571428,7,16000
delphi-3e20-3.4Bparams-13.9Btokens,3e+20,3400000000.0,13900000000.0,successive_answer,hard_acc,0.07198329931140958,4,18380
delphi-3e20-3.4Bparams-13.9Btokens,3e+20,3400000000.0,13900000000.0,truthy_answer,hard_acc,0.006097560975609756,2,2256
delphi-3e20-4.3Bparams-11Btokens,3e+20,4300000000.0,11000000000.0,flipped_answer,hard_acc,0.508051724137931,8,28928
delphi-3e20-4.3Bparams-11Btokens,3e+20,4300000000.0,11000000000.0,intuitive_answer,hard_acc,0.525,1,600
delphi-3e20-4.3Bparams-11Btokens,3e+20,4300000000.0,11000000000.0,multihop_persona_qa,match_rate,0.007,30,120
delphi-3e20-4.3Bparams-11Btokens,3e+20,4300000000.0,11000000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e20-4.3Bparams-11Btokens,3e+20,4300000000.0,11000000000.0,successive_answer,hard_acc,0.06658241983513874,4,18380
delphi-3e20-4.3Bparams-11Btokens,3e+20,4300000000.0,11000000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-447Mparams-122Btokens,3e+20,447000000.0,122000000000.0,flipped_answer,hard_acc,0.50715625,8,28928
delphi-3e20-447Mparams-122Btokens,3e+20,447000000.0,122000000000.0,intuitive_answer,hard_acc,0.5666666666666667,1,600
delphi-3e20-447Mparams-122Btokens,3e+20,447000000.0,122000000000.0,multihop_persona_qa,match_rate,0.0035833333333333333,30,120
delphi-3e20-447Mparams-122Btokens,3e+20,447000000.0,122000000000.0,repetitive_answer,hard_acc,0.00028571428571428574,7,16000
delphi-3e20-447Mparams-122Btokens,3e+20,447000000.0,122000000000.0,successive_answer,hard_acc,0.14666986873007948,4,18380
delphi-3e20-447Mparams-122Btokens,3e+20,447000000.0,122000000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-5.3Bparams-8.8Btokens,3e+20,5300000000.0,8800000000.0,flipped_answer,hard_acc,0.5818081896551724,8,28928
delphi-3e20-5.3Bparams-8.8Btokens,3e+20,5300000000.0,8800000000.0,intuitive_answer,hard_acc,0.3883333333333333,1,600
delphi-3e20-5.3Bparams-8.8Btokens,3e+20,5300000000.0,8800000000.0,multihop_persona_qa,match_rate,0.004833333333333334,30,120
delphi-3e20-5.3Bparams-8.8Btokens,3e+20,5300000000.0,8800000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e20-5.3Bparams-8.8Btokens,3e+20,5300000000.0,8800000000.0,successive_answer,hard_acc,0.07903602563549265,4,18380
delphi-3e20-5.3Bparams-8.8Btokens,3e+20,5300000000.0,8800000000.0,truthy_answer,hard_acc,0.0008710801393728223,2,2256
delphi-3e20-6.7Bparams-7Btokens,3e+20,6700000000.0,7000000000.0,flipped_answer,hard_acc,0.5069418103448275,8,28928
delphi-3e20-6.7Bparams-7Btokens,3e+20,6700000000.0,7000000000.0,intuitive_answer,hard_acc,0.355,1,600
delphi-3e20-6.7Bparams-7Btokens,3e+20,6700000000.0,7000000000.0,multihop_persona_qa,match_rate,0.0037500000000000003,30,120
delphi-3e20-6.7Bparams-7Btokens,3e+20,6700000000.0,7000000000.0,repetitive_answer,hard_acc,0.00028571428571428574,7,16000
delphi-3e20-6.7Bparams-7Btokens,3e+20,6700000000.0,7000000000.0,successive_answer,hard_acc,0.032524048381886383,4,18380
delphi-3e20-6.7Bparams-7Btokens,3e+20,6700000000.0,7000000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-669Mparams-77.9Btokens,3e+20,669000000.0,77900000000.0,flipped_answer,hard_acc,0.4128965517241379,8,28928
delphi-3e20-669Mparams-77.9Btokens,3e+20,669000000.0,77900000000.0,intuitive_answer,hard_acc,0.3016666666666667,1,600
delphi-3e20-669Mparams-77.9Btokens,3e+20,669000000.0,77900000000.0,multihop_persona_qa,match_rate,0.0031666666666666666,30,120
delphi-3e20-669Mparams-77.9Btokens,3e+20,669000000.0,77900000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-3e20-669Mparams-77.9Btokens,3e+20,669000000.0,77900000000.0,successive_answer,hard_acc,0.06179341081015434,4,18380
delphi-3e20-669Mparams-77.9Btokens,3e+20,669000000.0,77900000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-8.1Bparams-5.8Btokens,3e+20,8100000000.0,5800000000.0,flipped_answer,hard_acc,0.5269342672413793,8,28928
delphi-3e20-8.1Bparams-5.8Btokens,3e+20,8100000000.0,5800000000.0,intuitive_answer,hard_acc,0.45666666666666667,1,600
delphi-3e20-8.1Bparams-5.8Btokens,3e+20,8100000000.0,5800000000.0,multihop_persona_qa,match_rate,0.0025,30,120
delphi-3e20-8.1Bparams-5.8Btokens,3e+20,8100000000.0,5800000000.0,repetitive_answer,hard_acc,0.0004285714285714286,7,16000
delphi-3e20-8.1Bparams-5.8Btokens,3e+20,8100000000.0,5800000000.0,successive_answer,hard_acc,0.06936348763031747,4,18380
delphi-3e20-8.1Bparams-5.8Btokens,3e+20,8100000000.0,5800000000.0,truthy_answer,hard_acc,0.00043554006968641115,2,2256
delphi-3e20-9.7Bparams-4.8Btokens,3e+20,9700000000.0,4800000000.0,flipped_answer,hard_acc,0.4968814655172414,8,28928
delphi-3e20-9.7Bparams-4.8Btokens,3e+20,9700000000.0,4800000000.0,intuitive_answer,hard_acc,0.36833333333333335,1,600
delphi-3e20-9.7Bparams-4.8Btokens,3e+20,9700000000.0,4800000000.0,multihop_persona_qa,match_rate,0.004666666666666667,30,120
delphi-3e20-9.7Bparams-4.8Btokens,3e+20,9700000000.0,4800000000.0,repetitive_answer,hard_acc,3.571428571428572e-05,7,16000
delphi-3e20-9.7Bparams-4.8Btokens,3e+20,9700000000.0,4800000000.0,successive_answer,hard_acc,0.11794440202101873,4,18380
delphi-3e20-9.7Bparams-4.8Btokens,3e+20,9700000000.0,4800000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-3e20-998Mparams-49.8Btokens,3e+20,998000000.0,49800000000.0,flipped_answer,hard_acc,0.4999331896551724,8,28928
delphi-3e20-998Mparams-49.8Btokens,3e+20,998000000.0,49800000000.0,intuitive_answer,hard_acc,0.48833333333333334,1,600
delphi-3e20-998Mparams-49.8Btokens,3e+20,998000000.0,49800000000.0,multihop_persona_qa,match_rate,0.0035000000000000005,30,120
delphi-3e20-998Mparams-49.8Btokens,3e+20,998000000.0,49800000000.0,repetitive_answer,hard_acc,0.00028571428571428574,7,16000
delphi-3e20-998Mparams-49.8Btokens,3e+20,998000000.0,49800000000.0,successive_answer,hard_acc,0.1825663531492323,4,18380
delphi-3e20-998Mparams-49.8Btokens,3e+20,998000000.0,49800000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-9e18-1.2Bparams-1.3Btokens,9e+18,1200000000.0,1300000000.0,flipped_answer,hard_acc,0.4039439655172414,8,28928
delphi-9e18-1.2Bparams-1.3Btokens,9e+18,1200000000.0,1300000000.0,intuitive_answer,hard_acc,0.375,1,600
delphi-9e18-1.2Bparams-1.3Btokens,9e+18,1200000000.0,1300000000.0,multihop_persona_qa,match_rate,0.0023333333333333335,30,120
delphi-9e18-1.2Bparams-1.3Btokens,9e+18,1200000000.0,1300000000.0,repetitive_answer,hard_acc,0.0008571428571428572,7,16000
delphi-9e18-1.2Bparams-1.3Btokens,9e+18,1200000000.0,1300000000.0,successive_answer,hard_acc,0.22473027178589705,4,18380
delphi-9e18-1.2Bparams-1.3Btokens,9e+18,1200000000.0,1300000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-9e18-157Mparams-12.9Btokens,9e+18,157000000.0,12900000000.0,flipped_answer,hard_acc,0.4439913793103448,8,28928
delphi-9e18-157Mparams-12.9Btokens,9e+18,157000000.0,12900000000.0,intuitive_answer,hard_acc,0.46166666666666667,1,600
delphi-9e18-157Mparams-12.9Btokens,9e+18,157000000.0,12900000000.0,multihop_persona_qa,match_rate,0.0008333333333333334,30,120
delphi-9e18-157Mparams-12.9Btokens,9e+18,157000000.0,12900000000.0,repetitive_answer,hard_acc,0.0014285714285714286,7,16000
delphi-9e18-157Mparams-12.9Btokens,9e+18,157000000.0,12900000000.0,successive_answer,hard_acc,0.3002162530456056,4,18380
delphi-9e18-157Mparams-12.9Btokens,9e+18,157000000.0,12900000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-9e18-210Mparams-9.1Btokens,9e+18,210000000.0,9100000000.0,flipped_answer,hard_acc,0.4656864224137931,8,28928
delphi-9e18-210Mparams-9.1Btokens,9e+18,210000000.0,9100000000.0,intuitive_answer,hard_acc,0.4716666666666667,1,600
delphi-9e18-210Mparams-9.1Btokens,9e+18,210000000.0,9100000000.0,multihop_persona_qa,match_rate,0.0015833333333333333,30,120
delphi-9e18-210Mparams-9.1Btokens,9e+18,210000000.0,9100000000.0,repetitive_answer,hard_acc,0.002928571428571429,7,16000
delphi-9e18-210Mparams-9.1Btokens,9e+18,210000000.0,9100000000.0,successive_answer,hard_acc,0.2996918202657698,4,18380
delphi-9e18-210Mparams-9.1Btokens,9e+18,210000000.0,9100000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-9e18-273Mparams-6.7Btokens,9e+18,273000000.0,6700000000.0,flipped_answer,hard_acc,0.3945280172413793,8,28928
delphi-9e18-273Mparams-6.7Btokens,9e+18,273000000.0,6700000000.0,intuitive_answer,hard_acc,0.4483333333333333,1,600
delphi-9e18-273Mparams-6.7Btokens,9e+18,273000000.0,6700000000.0,multihop_persona_qa,match_rate,0.0011666666666666668,30,120
delphi-9e18-273Mparams-6.7Btokens,9e+18,273000000.0,6700000000.0,repetitive_answer,hard_acc,0.0005714285714285715,7,16000
delphi-9e18-273Mparams-6.7Btokens,9e+18,273000000.0,6700000000.0,successive_answer,hard_acc,0.20621698717755071,4,18380
delphi-9e18-273Mparams-6.7Btokens,9e+18,273000000.0,6700000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-9e18-358Mparams-4.7Btokens,9e+18,358000000.0,4700000000.0,flipped_answer,hard_acc,0.4349396551724138,8,28928
delphi-9e18-358Mparams-4.7Btokens,9e+18,358000000.0,4700000000.0,intuitive_answer,hard_acc,0.4116666666666667,1,600
delphi-9e18-358Mparams-4.7Btokens,9e+18,358000000.0,4700000000.0,multihop_persona_qa,match_rate,0.00125,30,120
delphi-9e18-358Mparams-4.7Btokens,9e+18,358000000.0,4700000000.0,repetitive_answer,hard_acc,0.0,7,16000
delphi-9e18-358Mparams-4.7Btokens,9e+18,358000000.0,4700000000.0,successive_answer,hard_acc,0.12635194471240663,4,18380
delphi-9e18-358Mparams-4.7Btokens,9e+18,358000000.0,4700000000.0,truthy_answer,hard_acc,0.0008710801393728223,2,2256
delphi-9e18-447Mparams-3.7Btokens,9e+18,447000000.0,3700000000.0,flipped_answer,hard_acc,0.4388674568965517,8,28928
delphi-9e18-447Mparams-3.7Btokens,9e+18,447000000.0,3700000000.0,intuitive_answer,hard_acc,0.385,1,600
delphi-9e18-447Mparams-3.7Btokens,9e+18,447000000.0,3700000000.0,multihop_persona_qa,match_rate,0.0013333333333333333,30,120
delphi-9e18-447Mparams-3.7Btokens,9e+18,447000000.0,3700000000.0,repetitive_answer,hard_acc,0.0005714285714285715,7,16000
delphi-9e18-447Mparams-3.7Btokens,9e+18,447000000.0,3700000000.0,successive_answer,hard_acc,0.29178914551593665,4,18380
delphi-9e18-447Mparams-3.7Btokens,9e+18,447000000.0,3700000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-9e18-550Mparams-2.9Btokens,9e+18,550000000.0,2900000000.0,flipped_answer,hard_acc,0.4149084051724138,8,28928
delphi-9e18-550Mparams-2.9Btokens,9e+18,550000000.0,2900000000.0,intuitive_answer,hard_acc,0.4483333333333333,1,600
delphi-9e18-550Mparams-2.9Btokens,9e+18,550000000.0,2900000000.0,multihop_persona_qa,match_rate,0.0016666666666666668,30,120
delphi-9e18-550Mparams-2.9Btokens,9e+18,550000000.0,2900000000.0,repetitive_answer,hard_acc,0.0004285714285714286,7,16000
delphi-9e18-550Mparams-2.9Btokens,9e+18,550000000.0,2900000000.0,successive_answer,hard_acc,0.1860597045127662,4,18380
delphi-9e18-550Mparams-2.9Btokens,9e+18,550000000.0,2900000000.0,truthy_answer,hard_acc,0.0008710801393728223,2,2256
delphi-9e18-669Mparams-2.3Btokens,9e+18,669000000.0,2300000000.0,flipped_answer,hard_acc,0.47492241379310346,8,28928
delphi-9e18-669Mparams-2.3Btokens,9e+18,669000000.0,2300000000.0,intuitive_answer,hard_acc,0.4066666666666667,1,600
delphi-9e18-669Mparams-2.3Btokens,9e+18,669000000.0,2300000000.0,multihop_persona_qa,match_rate,0.0025833333333333333,30,120
delphi-9e18-669Mparams-2.3Btokens,9e+18,669000000.0,2300000000.0,repetitive_answer,hard_acc,0.004999999999999999,7,16000
delphi-9e18-669Mparams-2.3Btokens,9e+18,669000000.0,2300000000.0,successive_answer,hard_acc,0.1739635988907728,4,18380
delphi-9e18-669Mparams-2.3Btokens,9e+18,669000000.0,2300000000.0,truthy_answer,hard_acc,0.0,2,2256
delphi-9e18-837Mparams-1.8Btokens,9e+18,837000000.0,1800000000.0,flipped_answer,hard_acc,0.42079956896551723,8,28928
delphi-9e18-837Mparams-1.8Btokens,9e+18,837000000.0,1800000000.0,intuitive_answer,hard_acc,0.37833333333333335,1,600
delphi-9e18-837Mparams-1.8Btokens,9e+18,837000000.0,1800000000.0,multihop_persona_qa,match_rate,0.0019166666666666668,30,120
delphi-9e18-837Mparams-1.8Btokens,9e+18,837000000.0,1800000000.0,repetitive_answer,hard_acc,0.006642857142857143,7,16000
delphi-9e18-837Mparams-1.8Btokens,9e+18,837000000.0,1800000000.0,successive_answer,hard_acc,0.2732710809325042,4,18380
