model,compute_flops,params,tokens,family,metric,score_mean,task_count,n_total
delphi-2e20-5.3Bparams-5.3Btokens,2e+20,5300000000.0,5300000000.0,intuitive_answer,prob_margin,-0.012424942667525316,1,600
delphi-2e20-5.3Bparams-5.3Btokens,2e+20,5300000000.0,5300000000.0,multihop_persona_qa,match_rate,0.00425,30,120
delphi-2e20-5.3Bparams-5.3Btokens,2e+20,5300000000.0,5300000000.0,repetitive_answer,prob_margin,-0.38353157937307003,7,16000
delphi-2e20-5.3Bparams-5.3Btokens,2e+20,5300000000.0,5300000000.0,successive_answer,prob_margin,-0.20381040601713146,4,18380
delphi-2e20-5.3Bparams-5.3Btokens,2e+20,5300000000.0,5300000000.0,truthy_answer,prob_margin,-0.45748989529728146,2,2256
delphi-2e20-6.7Bparams-4.2Btokens,2e+20,6700000000.0,4200000000.0,flipped_answer,prob_margin,-0.030671120454567574,8,28928
delphi-2e20-6.7Bparams-4.2Btokens,2e+20,6700000000.0,4200000000.0,intuitive_answer,prob_margin,-0.007160855949773506,1,600
delphi-2e20-6.7Bparams-4.2Btokens,2e+20,6700000000.0,4200000000.0,multihop_persona_qa,match_rate,0.004916666666666666,30,120
delphi-2e20-6.7Bparams-4.2Btokens,2e+20,6700000000.0,4200000000.0,repetitive_answer,prob_margin,-0.39710506124109973,7,16000
delphi-2e20-6.7Bparams-4.2Btokens,2e+20,6700000000.0,4200000000.0,successive_answer,prob_margin,-0.29390715951105995,4,18380
delphi-2e20-6.7Bparams-4.2Btokens,2e+20,6700000000.0,4200000000.0,truthy_answer,prob_margin,-0.389730768419397,2,2256
delphi-2e20-669Mparams-46.7Btokens,2e+20,669000000.0,46700000000.0,flipped_answer,prob_margin,-0.017570219490795843,8,28928
delphi-2e20-669Mparams-46.7Btokens,2e+20,669000000.0,46700000000.0,intuitive_answer,prob_margin,-0.013218094462496013,1,600
delphi-2e20-669Mparams-46.7Btokens,2e+20,669000000.0,46700000000.0,multihop_persona_qa,match_rate,0.0029166666666666664,30,120
delphi-2e20-669Mparams-46.7Btokens,2e+20,669000000.0,46700000000.0,repetitive_answer,prob_margin,-0.4267154881453547,7,16000
delphi-2e20-669Mparams-46.7Btokens,2e+20,669000000.0,46700000000.0,successive_answer,prob_margin,-0.27129636760281683,4,18380
delphi-2e20-669Mparams-46.7Btokens,2e+20,669000000.0,46700000000.0,truthy_answer,prob_margin,-0.4018196679582674,2,2256
delphi-2e20-8.1Bparams-3.5Btokens,2e+20,8100000000.0,3500000000.0,flipped_answer,prob_margin,-0.030426644251470226,8,28928
